,label,youtube_id,time_start,time_end,split
17639,tap dancing,1MPJSccFb2c,0,10,train
17648,swing dancing,1MV36IwOfP8,227,237,train
17653,jumpstyle dancing,1MWEfxUX6KA,47,57,train
17766,tap dancing,1NLdVJXpHFA,6,16,train
17805,swing dancing,1NjhcQ1ehl4,12,22,train
17820,jumpstyle dancing,1NrqiS3WCSU,10,20,train
17899,dancing gangnam style,1OTbLEzgBD8,105,115,train
17915,breakdancing,1OcA0gQFWjM,82,92,train
17933,jumpstyle dancing,1OieYK3ieno,27,37,train
17970,salsa dancing,1P8I9GW4c44,24,34,train
18054,mosh pit dancing,1Q7c4jHnXtg,15,25,train
18174,dancing macarena,1QvF3Ep3VbY,26,36,train
18228,dancing macarena,1RRMmfWyKFE,16,26,train
18231,square dancing,1RSY3XZvpiI,11,21,train
18241,mosh pit dancing,1RYyaxu1rdI,0,10,train
18244,salsa dancing,1R_IHuxNafo,307,317,train
18285,tap dancing,1RwYjO1dKhk,4,14,train
18287,swing dancing,1RxHuRsDYJ4,48,58,train
18316,dancing charleston,1SC2nR7b1kc,4,14,train
18495,dancing gangnam style,1TvT1hwVBQ4,95,105,train
18496,belly dancing,1Tws7lTw_L8,784,794,train
18509,tango dancing,1U0ivX4q_6c,25,35,train
18526,breakdancing,1U5hyqbUP_0,5,15,train
18546,tap dancing,1UHpOrualJc,54,64,train
18548,tap dancing,1UI-iX2Xsq8,9,19,train
18569,dancing charleston,1UXectcrQ-Q,52,62,train
18652,tap dancing,1VGuIhMlXD4,76,86,train
18690,dancing ballet,1Vc8VoPt_g8,3,13,train
18737,tap dancing,1W0UMeQUbV0,2,12,train
18852,salsa dancing,1Wz0zEDoF1A,492,502,train
18898,breakdancing,1XV1MMy0yAI,88,98,train
18901,breakdancing,1XXp-qXyNJs,317,327,train
18912,dancing macarena,1XanTenxBNM,147,157,train
18919,jumpstyle dancing,1Xg2p28x4ik,22,32,train
18963,jumpstyle dancing,1Y4QTXAe-Ow,166,176,train
18998,robot dancing,1YNAKLrXz4Y,18,28,train
19017,dancing charleston,1YYXM-UbtF4,2,12,train
19025,breakdancing,1YbLsCfZh6o,4,14,train
19028,robot dancing,1Yd1cBWSAT8,195,205,train
19030,mosh pit dancing,1YdOvJuhLMc,2,12,train
19042,tango dancing,1YkEk1fa3OM,29,39,train
19084,dancing gangnam style,1Z6s63RMNUk,1,11,train
19118,robot dancing,1ZbGls61TdY,161,171,train
19178,tap dancing,1_IZlvdSwfQ,52,62,train
19196,dancing ballet,1_X0TrGcBt4,159,169,train
19228,dancing gangnam style,1_ndgBHVimY,148,158,train
19231,tap dancing,1_nxfkY76mk,1,11,train
19344,dancing macarena,1b1MbeNO7lg,114,124,train
19380,belly dancing,1bI0AiGJCWE,311,321,train
19384,swing dancing,1bJ9DvX-NiM,75,85,train
19483,dancing gangnam style,1c2nCeGZ2w4,22,32,train
19505,dancing gangnam style,1cI8wMrfVyc,111,121,train
19570,dancing gangnam style,1cp92qNCQJs,138,148,train
19584,tango dancing,1cwPRXqrrQA,14,24,train
19641,belly dancing,1dR4RFrcGNo,0,10,train
19653,square dancing,1dXC8vSAN2Y,20,30,train
19675,dancing charleston,1dhbh3JUe_o,7,17,train
19679,dancing gangnam style,1di4dSvCusw,64,74,train
19697,swing dancing,1dn2BGQIolQ,158,168,train
19734,dancing gangnam style,1e9Qet0qudc,27,37,train
19808,belly dancing,1envheMuhqk,207,217,train
19816,dancing macarena,1etxBg1tLic,2,12,train
19921,dancing charleston,1fiHecw9rLU,126,136,train
19924,country line dancing,1fkWGz4BxL0,184,194,train
19964,square dancing,1g4O7ZpudnU,123,133,train
19969,tap dancing,1g6vpPU8Z2k,16,26,train
20010,country line dancing,1gTcuz4d60Y,17,27,train
20031,breakdancing,1gk6SXx6gww,53,63,train
20039,belly dancing,1glQafnTBQs,119,129,train
20042,square dancing,1gmDVbxrkWU,320,330,train
20067,mosh pit dancing,1gwhKlcguJk,92,102,train
20071,dancing macarena,1gxqMEXOh2M,156,166,train
20109,salsa dancing,1hFbhQWMb5E,80,90,train
20243,country line dancing,1iKNzAgwoSc,50,60,train
20284,jumpstyle dancing,1ifxNTFlivc,70,80,train
20339,dancing macarena,1jCGSI96EjQ,46,56,train
20347,mosh pit dancing,1jF804rx_AI,105,115,train
20359,dancing ballet,1jNw6TUXpqQ,77,87,train
20369,jumpstyle dancing,1jS6b6tduXs,6,16,train
20381,country line dancing,1jYYoi7tdcU,123,133,train
20407,salsa dancing,1jqJlt-jSaE,210,220,train
20410,breakdancing,1jrOYFn-WZU,25,35,train
20419,dancing charleston,1k-L8Tq4HX4,77,87,train
20531,dancing gangnam style,1kv91EC5hy4,14,24,train
20577,breakdancing,1lHjksWYFz0,277,287,train
20636,dancing macarena,1lo3oq7RFYo,135,145,train
20657,dancing ballet,1m-2ho9su28,81,91,train
20790,dancing gangnam style,1mx_AUudDM0,73,83,train
20825,jumpstyle dancing,1nNhm3br1A8,73,83,train
20827,jumpstyle dancing,1nNsdYYnXFw,58,68,train
20842,tap dancing,1nc-czz70X0,154,164,train
20876,square dancing,1no7xi4j0Lo,188,198,train
20880,swing dancing,1npAipma_Eg,6,16,train
20946,dancing charleston,1oLbG2bAYok,3,13,train
20957,mosh pit dancing,1oPp9EJRpw0,22,32,train
20965,dancing ballet,1oSL7Od5Km0,160,170,train
21003,dancing gangnam style,1ohsGmfcXEM,187,197,train
21014,swing dancing,1omRqbWEauQ,7,17,train
21034,breakdancing,1ouIOTrmUUo,113,123,train
21084,tap dancing,1pNdXcMQX_8,173,183,train
21091,salsa dancing,1pOt6qdepZk,3,13,train
21117,robot dancing,1pczO2o2ylE,3,13,train
21161,tango dancing,1q180FZ4NFs,96,106,train
21170,tango dancing,1q2owqcAdBk,88,98,train
21178,dancing charleston,1q78VQqIUbI,203,213,train
21191,dancing gangnam style,1qCUjYnLN80,51,61,train
21217,robot dancing,1qRLeo9g8LM,28,38,train
21237,swing dancing,1qZzsjxh6dQ,48,58,train
21294,swing dancing,1r18kZ-gIgE,60,70,train
21304,mosh pit dancing,1r6E-w8rFoY,7,17,train
21391,country line dancing,1rsLh2kG96A,106,116,train
21404,tap dancing,1rxpVuUORA0,29,39,train
21611,dancing gangnam style,1twI7X42INw,55,65,train
21660,jumpstyle dancing,1uQLbH1e0P0,0,10,train
21676,mosh pit dancing,1ua0EHTonwg,79,89,train
21707,dancing gangnam style,1uvRu83ujCM,9,19,train
21717,swing dancing,1v01TyTHkwE,47,57,train
21775,square dancing,1vdEB6RdFpA,145,155,train
21777,salsa dancing,1veV95LuUI8,0,10,train
21828,dancing charleston,1vwKIFJ9Fso,18,28,train
21990,dancing macarena,1xUmKp0rsSo,2,12,train
22010,tango dancing,1xfpCg-DmMw,47,57,train
22013,dancing ballet,1xgRad-jeI8,72,82,train
22082,breakdancing,1yUEM9Cxe_I,267,277,train
22083,belly dancing,1yUgOtVKDCM,44,54,train
22093,dancing charleston,1y_Eyubx0gY,9,19,train
22166,mosh pit dancing,1zKvaFx5-j4,23,33,train
22198,dancing charleston,1zfZ8hKSMq4,43,53,train
22203,belly dancing,1zjHVf-iNBA,178,188,train
22238,swing dancing,2-3oGVo1Pdg,99,109,train
22247,tap dancing,2-7mzQNH-70,67,77,train
22286,dancing gangnam style,2-PUtLb5tUY,26,36,train
22359,country line dancing,2-uEMvuxMp4,55,65,train
22467,swing dancing,20mnWo6jXGQ,36,46,train
22487,jumpstyle dancing,20tIPYA74Eg,186,196,train
22563,jumpstyle dancing,21WlLdWZf4c,63,73,train
22647,dancing gangnam style,226PNWYIkTM,50,60,train
22755,dancing charleston,22urrEVHrTM,73,83,train
22761,breakdancing,22xPIL-UZd8,247,257,train
22787,breakdancing,23Bsv3yBVcc,1,11,train
22916,tap dancing,24Kl2Vze2Pg,195,205,train
22936,dancing ballet,24TdIOpP0i0,28,38,train
22938,country line dancing,24U3teH3aHY,3,13,train
22940,belly dancing,24UcgOLD9N8,0,10,train
22981,breakdancing,24pUFYUftD0,59,69,train
23008,swing dancing,251wyvjOdjA,14,24,train
23048,tango dancing,25IOmYPCwOA,7,17,train
23140,square dancing,260UemWzAZs,315,325,train
23164,square dancing,269s-9415eM,13,23,train
23185,breakdancing,26N6Bb2d9qY,11,21,train
23228,swing dancing,26kR-z7IrPA,51,61,train
23234,swing dancing,26n7NAwohfI,22,32,train
23239,dancing macarena,26ombvbnKCE,83,93,train
23242,jumpstyle dancing,26qILN4NYLQ,70,80,train
23270,tap dancing,27AN7phBDpc,6,16,train
23386,square dancing,281lLcnAu2Y,378,388,train
23496,jumpstyle dancing,28v4fJ5hs-I,170,180,train
23499,swing dancing,28wck-DINFs,0,10,train
23516,breakdancing,291j0jPlNNM,38,48,train
23557,breakdancing,29LWQBYKZIQ,774,784,train
23600,dancing macarena,29bttEDFk1I,25,35,train
23704,robot dancing,2AhR-MZYdBc,23,33,train
23765,salsa dancing,2BBucOyNKA8,59,69,train
23832,dancing gangnam style,2Bo9UjQvj-E,1,11,train
23848,tap dancing,2BuzCWHJhzA,133,143,train
23891,jumpstyle dancing,2CED5xqlsMs,101,111,train
23932,dancing charleston,2CYfw_N6S_0,77,87,train
23935,tango dancing,2CaJZxWBfVU,65,75,train
23938,jumpstyle dancing,2Cbyjv0gRPs,46,56,train
24012,country line dancing,2DNG46ZD9Ss,123,133,train
24100,tango dancing,2E0GhsSFXKY,85,95,train
24102,dancing ballet,2E0W5lPwTdc,28,38,train
24125,breakdancing,2E4T5NCywcE,111,121,train
24243,jumpstyle dancing,2Ey2bUzbDzo,89,99,train
24255,tap dancing,2F0szQFICic,31,41,train
24256,breakdancing,2F1CY4sDbLE,74,84,train
24288,robot dancing,2FGQ1D036ow,23,33,train
24377,tap dancing,2Fi0LWv3T_g,219,229,train
24414,belly dancing,2G2KdKqaGv8,132,142,train
24432,mosh pit dancing,2GE5P8hxWno,11,21,train
24457,dancing ballet,2GJMEOzasO0,0,10,train
24467,dancing macarena,2GNEKMAPBr0,13,23,train
24642,breakdancing,2HdCW2-ydTw,41,51,train
24681,tap dancing,2HurNPlnuSk,84,94,train
24691,square dancing,2HyKux69Pdw,34,44,train
24694,tap dancing,2I-_WiMyRXk,32,42,train
24767,salsa dancing,2IlYXUXWMbk,116,126,train
24807,country line dancing,2J5SObsWZvk,134,144,train
24816,swing dancing,2JBXDfwXpOs,30,40,train
24825,salsa dancing,2JFqpTX8m4o,162,172,train
24832,robot dancing,2JKgIbicp34,3,13,train
24855,dancing ballet,2JW5PxNWxnw,23,33,train
24859,robot dancing,2JYPYvz22fo,49,59,train
24865,dancing macarena,2JbOcnXbWXU,0,10,train
24873,jumpstyle dancing,2Jd8rzQ1G68,170,180,train
24891,salsa dancing,2JlC8lGuwms,397,407,train
24945,dancing macarena,2KGVKSACLUs,6,16,train
24955,dancing charleston,2KMV20xxE_o,5,15,train
24961,dancing charleston,2KOTglfTTQE,9,19,train
24976,salsa dancing,2KSPdfGBL78,82,92,train
24983,tap dancing,2KVH9jCJrEA,92,102,train
25007,swing dancing,2KeONYo3h6g,177,187,train
25035,belly dancing,2KtM3HZWRgk,58,68,train
25038,belly dancing,2KtpAt1oYkY,4,14,train
25041,dancing ballet,2Kx4gvs6Aos,299,309,train
25082,dancing charleston,2LIzOai2QL8,165,175,train
25195,swing dancing,2MGZpRsKezo,94,104,train
25224,robot dancing,2MVndONf9Fg,203,213,train
25251,robot dancing,2MgdIxEXPjw,117,127,train
25275,salsa dancing,2MxNEye5B1A,71,81,train
25302,salsa dancing,2N9q7f3xcfc,178,188,train
25376,dancing macarena,2NovPTDd5LQ,34,44,train
25381,square dancing,2NtQ1PlouZQ,86,96,train
25382,dancing ballet,2Nu-PSBJ70M,83,93,train
25422,mosh pit dancing,2OIiC7cyeKE,1,11,train
25484,robot dancing,2OqTumB_fDA,185,195,train
25531,square dancing,2PDYXS25ht0,126,136,train
25550,belly dancing,2PM9jMPwH8o,1,11,train
25558,dancing ballet,2POLGqD764w,206,216,train
25576,robot dancing,2PZf8YGE8F8,110,120,train
25581,dancing gangnam style,2PaSPrwo6y8,11,21,train
25607,belly dancing,2PriYL5zjnE,42,52,train
25678,swing dancing,2QQs7D45Y_4,203,213,train
25801,salsa dancing,2RZk57LWN0A,81,91,train
25802,dancing macarena,2R_c2qayqfQ,7,17,train
25845,dancing macarena,2Rys_KDjxH8,12,22,train
25856,dancing ballet,2S48j4IB7fA,186,196,train
25858,mosh pit dancing,2S5LB2sHLFY,0,10,train
25864,jumpstyle dancing,2S9W0Ynntwc,73,83,train
25865,dancing gangnam style,2SAQ99yezvQ,0,10,train
25889,dancing ballet,2SMmL6kIx-w,209,219,train
25895,dancing gangnam style,2SRJFtZUFeA,150,160,train
25949,dancing charleston,2StBtpukn74,10,20,train
25965,jumpstyle dancing,2T1ujEtcycM,11,21,train
25978,swing dancing,2T6UZyqDt7k,65,75,train
26091,swing dancing,2UHgku8Me4k,22,32,train
26201,swing dancing,2VGB86YObHg,15,25,train
26207,jumpstyle dancing,2VIc-58-nyY,32,42,train
26254,jumpstyle dancing,2VjLsap3Uz8,0,10,train
26305,breakdancing,2WAafPj66sk,76,86,train
26340,dancing ballet,2WPzgG1-TF0,128,138,train
26365,tap dancing,2WdQuLmw-f4,122,132,train
26382,jumpstyle dancing,2Wjn-1N2kT0,95,105,train
26430,breakdancing,2XC1F4m8qQc,2,12,train
26523,robot dancing,2Y7VZX8PEDY,98,108,train
26589,tap dancing,2YnmRDZ_OK4,16,26,train
26631,dancing gangnam style,2ZFA76SobOE,137,147,train
26644,tango dancing,2ZK7SkaDZFI,146,156,train
26654,dancing gangnam style,2ZMhABEWMo8,50,60,train
26777,robot dancing,2_PSXuTHH1A,36,46,train
26778,robot dancing,2_PdCib1Wnc,65,75,train
26800,dancing macarena,2_cfWFbph7M,135,145,train
26822,robot dancing,2_oSi_4lmVs,5,15,train
26886,country line dancing,2aRmb1qPPcI,188,198,train
26909,tap dancing,2aaYg_hcFyE,27,37,train
27013,dancing gangnam style,2bTz86eGvCQ,188,198,train
27049,belly dancing,2bnSo404Rys,41,51,train
27051,dancing charleston,2bnoDsLyO8s,54,64,train
27070,breakdancing,2byLcHBl61M,6,16,train
27101,dancing charleston,2cFXds16YAY,31,41,train
27233,dancing ballet,2dPZKV-IjrM,36,46,train
27264,breakdancing,2dhBKUdeiK8,23,33,train
27293,country line dancing,2dsc9n9kQ10,177,187,train
27296,salsa dancing,2dufB6hb7bA,30,40,train
27501,dancing charleston,2f_pV3Vcxmo,79,89,train
27566,dancing ballet,2g7YovWLPq0,101,111,train
27569,breakdancing,2g8GkORVJEk,93,103,train
27581,dancing macarena,2gDXSXMQOwo,120,130,train
27724,tap dancing,2hBAb1haPXA,9,19,train
27806,breakdancing,2hjQTV9MwWM,367,377,train
27894,dancing ballet,2id-Jg5RjEE,323,333,train
27895,swing dancing,2ieE-nGdzqQ,85,95,train
27929,country line dancing,2j-jvWs8RK0,711,721,train
27945,tap dancing,2jBXJDgkVCI,970,980,train
27997,swing dancing,2jWuIf3CiK4,118,128,train
28042,dancing gangnam style,2jvb2rohlMo,17,27,train
28173,mosh pit dancing,2l3FTee3kvk,44,54,train
28214,dancing ballet,2lP4DcQwt1g,1,11,train
28273,dancing macarena,2lsQcudLfR4,29,39,train
28349,dancing charleston,2mUjqVRSgDo,40,50,train
28398,swing dancing,2mrz82-eAPk,53,63,train
28414,robot dancing,2n1ohKArcdE,223,233,train
28508,salsa dancing,2nqYxy98-QY,4,14,train
28519,tap dancing,2nw_8_VOVAU,88,98,train
28569,dancing macarena,2oOtFKXtX94,3,13,train
28615,swing dancing,2omctKhHyy4,8,18,train
28623,dancing gangnam style,2oosM9BnYY8,48,58,train
28722,tango dancing,2ph_rP5FGpo,226,236,train
28752,salsa dancing,2puFq2392xU,48,58,train
28812,salsa dancing,2qW2Sk-h4Qc,63,73,train
28839,salsa dancing,2qohrPd2XoY,46,56,train
28871,mosh pit dancing,2qzgHKsZWXA,10,20,train
28967,tango dancing,2rr2ywUE-qQ,0,10,train
28976,dancing ballet,2rsZP151pKw,126,136,train
28987,country line dancing,2ruRxObUzHc,67,77,train
29034,dancing ballet,2sMhBAswJvE,162,172,train
29035,tango dancing,2sMyhOLvXfE,39,49,train
29064,dancing macarena,2s_I086iPzE,13,23,train
29067,jumpstyle dancing,2saVHhPFCxg,70,80,train
29143,swing dancing,2tDetCjqM5M,25,35,train
29177,jumpstyle dancing,2tTN3wJ8PDY,181,191,train
29232,robot dancing,2tyyr-6A6CA,15,25,train
29292,salsa dancing,2uOzyqZzXas,5,15,train
29321,swing dancing,2ucd68I5r8k,33,43,train
29327,belly dancing,2ugzu6IzoXM,91,101,train
29337,breakdancing,2un2NlM5zzw,482,492,train
29355,tap dancing,2v0n_-nJPls,40,50,train
29394,mosh pit dancing,2vOTeppM63c,99,109,train
29402,square dancing,2vQrXXjr5FA,114,124,train
29452,dancing ballet,2vwpylsZNNg,122,132,train
29524,breakdancing,2wPzE8sTeLQ,29,39,train
29632,robot dancing,2xTKvH7_MXY,110,120,train
29661,swing dancing,2xnscQ5wab0,158,168,train
29697,belly dancing,2yBWbHuFPXY,168,178,train
29778,salsa dancing,2z-bBq7XcFE,61,71,train
29926,country line dancing,3-CpHwQdV0k,76,86,train
29927,tap dancing,3-D125AW63g,141,151,train
29963,dancing ballet,3-W5Ol3U0uY,18,28,train
30072,mosh pit dancing,30H4sGO0_B8,38,48,train
30073,tango dancing,30H6tnDj_ms,168,178,train
30078,swing dancing,30JmjdbabyQ,32,42,train
30084,dancing charleston,30NCKTBajOg,7,17,train
30093,jumpstyle dancing,30QI6SxxHTo,91,101,train
30167,dancing ballet,30yMANnkLQo,41,51,train
30168,belly dancing,30yx2xLbPZ4,28,38,train
30180,mosh pit dancing,310WFh9uXAc,19,29,train
30181,salsa dancing,311CyJA_w8M,162,172,train
30247,dancing macarena,31VwNtHjSdI,101,111,train
30315,dancing gangnam style,31x3N975mnE,203,213,train
30319,dancing charleston,31yU1zNYAkk,100,110,train
30438,mosh pit dancing,32mUvgWkBhQ,9,19,train
30694,breakdancing,34pZhaf4Uj4,0,10,train
30721,dancing charleston,354Vw4yq_Uc,23,33,train
30729,square dancing,358whET-2ag,54,64,train
30739,dancing ballet,35BzmM3RygY,62,72,train
30830,dancing gangnam style,35jka-joLJE,8,18,train
30839,dancing macarena,35lVWG29oJ4,75,85,train
30847,tap dancing,35qz_Y53sIU,20,30,train
30848,dancing gangnam style,35rpQ_hleug,19,29,train
30850,tap dancing,35sOnKI_uwc,114,124,train
30958,belly dancing,36fJLI7aHsg,0,10,train
30973,belly dancing,36hXz0EIiGI,140,150,train
30990,jumpstyle dancing,36q1tChpLqg,406,416,train
31022,square dancing,376D8gy5RaI,216,226,train
31033,dancing gangnam style,37Dex6wOTCU,20,30,train
31241,tap dancing,38rMK7wm5aI,0,10,train
31341,robot dancing,39k2moa2230,27,37,train
31343,robot dancing,39mdZ5DjnIg,0,10,train
31366,square dancing,3A1FWKPbcOo,97,107,train
31392,swing dancing,3ABMSQ4KCo0,120,130,train
31410,dancing charleston,3AKoOjk0X0k,32,42,train
31436,dancing ballet,3A_xiFbuQhM,0,10,train
31467,tango dancing,3Aos4H3DTEI,34,44,train
31468,breakdancing,3Ap8x2LEJRA,1,11,train
31472,tango dancing,3AprQ8K9Qsk,6,16,train
31512,jumpstyle dancing,3B59uK5vYjA,41,51,train
31557,dancing charleston,3BQg78HsMHU,0,10,train
31575,dancing gangnam style,3BbTrEIpXb0,190,200,train
31634,salsa dancing,3C4eOl__nXY,12,22,train
31638,salsa dancing,3C7srxlfFYY,117,127,train
31660,mosh pit dancing,3CKvIsaRppM,74,84,train
31711,dancing macarena,3ClSir51gRE,152,162,train
31734,dancing charleston,3CvbciH2o1g,91,101,train
31744,mosh pit dancing,3Cyw3IRoG8U,38,48,train
31761,belly dancing,3D6ISvLgwH8,33,43,train
31772,tap dancing,3D9XBxqsISE,115,125,train
31786,dancing ballet,3DM9uOmWS8w,102,112,train
31799,dancing gangnam style,3DPp3YbrvlI,252,262,train
31826,belly dancing,3D_FJypiXWA,1,11,train
31892,tap dancing,3E08PoeXkF4,6,16,train
31903,dancing macarena,3E5_IthY_58,32,42,train
32088,dancing macarena,3FfaP5mW9hk,53,63,train
32159,swing dancing,3GM1M-k8unM,145,155,train
32194,dancing ballet,3GewP3XbJHE,50,60,train
32268,salsa dancing,3HPlFsIPNPk,187,197,train
32271,country line dancing,3HR-Z5xiatg,133,143,train
32274,mosh pit dancing,3HSgxGA0ssg,65,75,train
32277,robot dancing,3HSzce6TjLc,22,32,train
32308,dancing gangnam style,3HhTOXkzFvA,4,14,train
32357,jumpstyle dancing,3I7yoMBSJ0I,42,52,train
32378,tap dancing,3IKbEKtpaEQ,113,123,train
32396,jumpstyle dancing,3ITWNklOlTM,24,34,train
32406,country line dancing,3IWHE7_WFDE,2,12,train
32412,salsa dancing,3IYrbBu7Y_k,110,120,train
32464,dancing charleston,3IwnNgKg9nk,92,102,train
32537,robot dancing,3Jb10tefQ-Q,35,45,train
32604,square dancing,3KF8aGagMZc,162,172,train
32617,jumpstyle dancing,3KPg_3iERkU,27,37,train
32633,tap dancing,3KaAIt-Jj7s,53,63,train
32832,dancing ballet,3MI5iCBxdCU,92,102,train
32844,jumpstyle dancing,3MMtfJX4OqA,95,105,train
32882,dancing ballet,3Mm-SX0SC1Y,116,126,train
32891,jumpstyle dancing,3Ms2KnDeKRg,78,88,train
32919,dancing ballet,3N30FaBATlM,113,123,train
33115,tap dancing,3OmaeaIBHhg,22,32,train
33166,tap dancing,3P6H8bvt9SE,7,17,train
33274,robot dancing,3PxXZLSgRy8,16,26,train
33275,tap dancing,3PyOyVAAYak,77,87,train
33311,belly dancing,3QB3uS5fi4Y,155,165,train
33333,country line dancing,3QI-e6O8_8k,101,111,train
33343,square dancing,3QNa_05D-0k,144,154,train
33412,breakdancing,3QxICbnfc_Y,4,14,train
33457,dancing charleston,3RFigWEr-HM,41,51,train
33497,jumpstyle dancing,3RZlhJ5UNeE,18,28,train
33500,dancing charleston,3Rayyfb5Gag,53,63,train
33534,dancing charleston,3RztVSEUwVU,105,115,train
33568,swing dancing,3SFFYaz5czo,25,35,train
33611,dancing charleston,3SabjXoK05g,16,26,train
33624,breakdancing,3Slgg0ULZiw,34,44,train
33625,breakdancing,3SljAi35w0Y,105,115,train
33637,breakdancing,3SqwxUDdb4w,100,110,train
33671,tap dancing,3TCo2r0XvMg,69,79,train
33689,swing dancing,3TMa_GTZ3no,126,136,train
33694,salsa dancing,3TST1h17oAg,65,75,train
33709,dancing macarena,3TbPlVAJ7Hc,29,39,train
33780,dancing macarena,3UJNvTzO7Ww,147,157,train
33856,swing dancing,3UyNjCUmqn8,3,13,train
33885,dancing gangnam style,3VH13nIutjo,0,10,train
33896,breakdancing,3VO5K6frvb0,97,107,train
33900,salsa dancing,3VPG0vl_838,102,112,train
34034,dancing gangnam style,3Wel_i6WRDA,78,88,train
34089,tap dancing,3X-i1xGMlNs,86,96,train
34114,robot dancing,3XGfjaJqN70,105,115,train
34142,swing dancing,3X_db97Yu-c,6,16,train
34290,square dancing,3YkdS-LTPbo,0,10,train
34334,dancing macarena,3Z5Tr_-1Nic,1,11,train
34337,dancing ballet,3Z6GPF8imqk,4,14,train
34354,salsa dancing,3ZGGnMUdQ9o,233,243,train
34356,tap dancing,3ZHXP9p4K2Y,83,93,train
34435,tango dancing,3_-uFSyTu2E,64,74,train
34484,salsa dancing,3_WJ3m1DG4w,264,274,train
34498,dancing ballet,3__w4bd-q90,12,22,train
34514,tap dancing,3_iJ_IKSo-Q,7,17,train
34539,dancing gangnam style,3a-NbQ-c1WI,6,16,train
34545,jumpstyle dancing,3a2iH0kujPI,169,179,train
34578,robot dancing,3aMzrsJ__Gk,106,116,train
34591,tap dancing,3aU74B4Rlos,96,106,train
34616,robot dancing,3aeZkfdleOg,9,19,train
34636,tango dancing,3anhRKfeN9g,69,79,train
34666,belly dancing,3b0-rDnm7lc,152,162,train
34675,dancing gangnam style,3b1QhFfIbkw,17,27,train
34677,tango dancing,3b1oMTuP0XI,45,55,train
34683,country line dancing,3b3oHF2WU-0,57,67,train
34725,breakdancing,3bUQhIEnOwY,118,128,train
34753,dancing gangnam style,3biP94jf--E,81,91,train
34797,swing dancing,3c2IGWJj2l0,108,118,train
34857,dancing macarena,3cWXu0Y2jSY,2,12,train
34868,salsa dancing,3cbQoywYSsY,50,60,train
34932,dancing charleston,3d4WwdcOnZA,69,79,train
34933,swing dancing,3d4WwdcOnZA,46,56,train
35021,tap dancing,3dgg5f9CyP4,81,91,train
35155,robot dancing,3f3OwUIu9eo,59,69,train
35165,dancing gangnam style,3f7biEN3_SA,70,80,train
35184,dancing macarena,3fK_DzFp9nE,67,77,train
35259,breakdancing,3fxUfXVqiyw,20,30,train
35287,belly dancing,3gFmL_gVInA,48,58,train
35326,salsa dancing,3gWgPvdjkS0,38,48,train
35338,tap dancing,3gaE6kCFXMg,180,190,train
35342,tango dancing,3gateuqX1jo,158,168,train
35343,tango dancing,3gaxkGRORXk,119,129,train
35359,dancing charleston,3ggzu2NcNVw,28,38,train
35374,swing dancing,3goGm2itRjc,32,42,train
35379,salsa dancing,3gqk-U_MJZo,0,10,train
35389,salsa dancing,3guhFyubQRQ,166,176,train
35445,tap dancing,3hII9QR7sag,51,61,train
35515,dancing gangnam style,3hzDXT7sT9k,91,101,train
35524,robot dancing,3i32XoTTzU0,21,31,train
35539,square dancing,3iCJxLVAKzA,388,398,train
35561,belly dancing,3iNdA99EfyY,109,119,train
35599,breakdancing,3icirrYjrfM,30,40,train
35689,swing dancing,3jHRUdzLUow,73,83,train
